,exchangable,isotonic,sigmoid,venn_abers,n_classes,n_train,accuracy_base,accuracy_prot,base brier,prot brier,base log,prot log,base auc,prot auc,base f1,prot f1,base calibration,prot calibration,index
SVC ,True,False,True,False,5,1000,0.091,0.128,0.6165133500255895,0.6121280544974822,1.1920938094974303,1.1921757362609304,0.8055006055471686,0.8032979218393355,0.5098546042003231,0.5180240320427236,0.06394534360693795,0.05571513892983832,SVC - sigmoid- exch
Random forest ,True,False,True,False,5,1000,0.557,0.558,0.3434469622881833,0.3430857320607621,0.6859482802411118,0.6846936358343322,0.9419252471921498,0.9418361266703987,0.7328565418594868,0.7331649831649831,0.04492168702150786,0.0418876039466351,Random forest - sigmoid- exch
XGBoost ,True,False,True,False,5,1000,0.335,0.507,0.4102218782037491,0.3794138417006613,0.8027073793304171,0.8189603128754104,0.9273627517762894,0.9232615373374949,0.6604547148714126,0.7027470274702747,0.0881393714999605,0.020490575153982116,XGBoost - sigmoid- exch
Logistic ,True,False,False,True,5,1000,0.221,0.223,0.5705287271809109,0.5703349209004505,1.0794264020269628,1.0789891834023897,0.8355539415393485,0.8355279098747488,0.5596038203042094,0.5593761077632046,0.03623361705279118,0.034443409533996855,Logistic - venn_abers- exch
Naive Bayes ,True,False,False,True,5,1000,0.281,0.281,0.5632378765624015,0.5632104659944912,1.0680502831213297,1.067979657202538,0.8456366841089882,0.8456619627385958,0.5685425685425686,0.5696750902527076,0.0417850526902151,0.04143650696675223,Naive Bayes - venn_abers- exch
SVM ,True,False,False,True,5,1000,0.231,0.231,0.5695527749419752,0.5693193276363356,1.0781177633181933,1.0776706538051117,0.83568543114265,0.8357173156505819,0.5570159857904086,0.55749377002492,0.03197033214905359,0.03176136712726605,SVM - venn_abers- exch
Random forest ,True,False,False,True,5,1000,0.483,0.489,0.38424326646264,0.38356503165655004,0.7430262874222126,0.7416607830417749,0.9270326896941677,0.926732772757164,0.7026810724289716,0.702572347266881,0.031092674161022675,0.026483712243622923,Random forest - venn_abers- exch
XGBoost ,True,False,False,True,5,1000,0.417,0.438,0.40690180914487667,0.4053040022961522,0.7848108650120291,0.7821153421454397,0.9199950119864369,0.9193002662757876,0.6771037181996086,0.6841269841269841,0.026858056773847706,0.020524086385084385,XGBoost - venn_abers- exch
Logistic,False,False,False,False,10,1000,0.019,0.019,0.7808354469261369,0.7804785294541539,1.7622647080355038,1.7607875299762559,0.8166874848271425,0.8167921074044215,0.3631578947368421,0.36289744202725316,0.031112770683006875,0.029567604028778484,Logistic
Naive Bayes,False,False,False,False,10,1000,0.15,0.042,0.8469857325845976,0.7647198293859969,2.2670333405416057,1.961412577622256,0.8157489654595705,0.819456823468202,0.3918704350587488,0.3674185463659148,0.09832683076701956,0.03854847295224739,Naive Bayes
SVM,False,False,False,False,10,1000,0.004,0.004,0.7698688315477041,0.7690003235397039,1.7492160655045514,1.7461503607592028,0.8210901756586255,0.8210778735964833,0.3515203795557473,0.3525835866261398,0.03490434631622822,0.032176078685223826,SVM
Random forest,False,False,False,False,10,1000,0.032,0.157,0.631799,0.5750186459930243,1.4811378793092742,1.3902661840557926,0.9013626919300588,0.902094354595642,0.4212287831699737,0.4750283768444949,0.06880563339402357,0.016389639734357517,Random forest
XGBoost,False,False,False,False,10,1000,0.14,0.141,0.6269333814729486,0.6268797700672415,1.40685728491019,1.4065652111635498,0.8862834828607002,0.8862879858338077,0.45133750711439957,0.45133750711439957,0.019034157087816264,0.021234272445299154,XGBoost
Logistic ,False,True,False,False,10,1000,0.001,0.001,0.7668389227175696,0.7665990229303157,1.9417499417802397,1.9412013918696664,0.8205513232955998,0.8206074712009949,0.3489817792068596,0.34988179669030733,0.021622730763228674,0.02093814419333188,Logistic - isotonic
Naive Bayes ,False,True,False,False,10,1000,0.055,0.055,0.7539277814577627,0.7538336055638842,1.9055926683713698,1.9054007761361267,0.82255789957405,0.8225698615040988,0.3685134118826774,0.3683814303638645,0.0279952335820408,0.028510120042825163,Naive Bayes - isotonic
SVM ,False,True,False,False,10,1000,0.005,0.005,0.7650883044214503,0.7649547213986448,1.881143570821068,1.880803848876148,0.8197823679369183,0.8199295499240364,0.36117991443368613,0.361956276763579,0.021916852687492987,0.023335614237818596,SVM - isotonic
Random forest ,False,True,False,False,10,1000,0.068,0.071,0.5995664710165859,0.5990773377882,1.4474664773668897,1.446820601872817,0.8942765287943046,0.8942698962052045,0.44695138329304324,0.4488252768025925,0.036051191567424506,0.036522831281274114,Random forest - isotonic
XGBoost ,False,True,False,False,10,1000,0.008,0.043,0.6817447301256341,0.6637151756580478,1.6086285834688825,1.6007494569981426,0.8735137490814358,0.8703076882823882,0.3865546218487395,0.4183542681363753,0.05041431683878834,0.019946929256821,XGBoost - isotonic
Logistic ,False,False,True,False,10,1000,0.004,0.005,0.7724090892082082,0.7711380732975031,1.753165309572908,1.748524457926413,0.8212298198917368,0.821245027409241,0.3469086305127664,0.3497221034630184,0.029679137167710246,0.029188110794354925,Logistic - sigmoid
Naive Bayes ,False,False,True,False,10,1000,0.171,0.172,0.7649813120987765,0.7649889858039626,1.8503338497702304,1.8502777978764955,0.7928830258886893,0.7929139482043044,0.39577139081598944,0.39590218109715797,0.0340709212612482,0.034141150941067545,Naive Bayes - sigmoid
SVC ,False,False,True,False,10,1000,0.004,0.004,0.7698688315477041,0.7690003235397039,1.7492160655045514,1.7461503607592028,0.8210901756586255,0.8210778735964833,0.3515203795557473,0.3525835866261398,0.03490434631622822,0.032176078685223826,SVC - sigmoid
Random forest ,False,False,True,False,10,1000,0.13,0.14,0.5927480138498635,0.5901473199224627,1.3498986637721955,1.341016908100225,0.9024914044523543,0.9014814049837071,0.47790134017678926,0.4800693240901213,0.03643076907037034,0.031366229120988395,Random forest - sigmoid
XGBoost ,False,False,True,False,10,1000,0.013,0.089,0.6743070262977935,0.6435276582923578,1.5197911838653135,1.459444198471236,0.8804214390309884,0.8771891631302795,0.40066303575657114,0.4444444444444444,0.0613824877687209,0.020121796684193602,XGBoost - sigmoid
Logistic ,False,False,False,True,10,1000,0.021,0.021,0.7415692740706905,0.7414576435222024,1.6285027219234889,1.6284487546921307,0.8475697643050557,0.8475293296032284,0.3927855711422846,0.39288398897519416,0.02810633710174072,0.028506771789029276,Logistic - venn_abers
Naive Bayes ,False,False,False,True,10,1000,0.021,0.021,0.7576366229936284,0.7574718962160193,1.7298937778977852,1.7295945939665296,0.8233225515098642,0.823329866620418,0.36065573770491804,0.35991430611759107,0.031531936577604565,0.03131678278377408,Naive Bayes - venn_abers
SVM ,False,False,False,True,10,1000,0.02,0.02,0.7420157385328635,0.7419022016539945,1.6317028125879098,1.631569502422651,0.8473224545925563,0.8473538563644111,0.3887646035297042,0.38817097415506957,0.03272791924127107,0.03311814251231842,SVM - venn_abers
Random forest ,False,False,False,True,10,1000,0.059,0.061,0.658187298093959,0.6573567975054646,1.4811574291206484,1.478655290167647,0.8759785908832394,0.8759488487786957,0.4170124481327801,0.4181913225300575,0.03451467864303736,0.03465532114178194,Random forest - venn_abers
XGBoost ,False,False,False,True,10,1000,0.057,0.057,0.6753262145869746,0.6749984492642123,1.512826214420209,1.5117359121755314,0.8702543840121724,0.8702816926300427,0.41232841232841233,0.4128797714879252,0.02807151493453514,0.02677923162203583,XGBoost - venn_abers
Logistic,True,False,False,False,10,1000,0.019,0.019,0.7808354469261369,0.7806116501769734,1.7622647080355038,1.7613646721418523,0.8166874848271425,0.8166940672947005,0.3631578947368421,0.3632887189292543,0.03111277068300687,0.03048586458834577,Logistic- exch
Naive Bayes,True,False,False,False,10,1000,0.15,0.043,0.8469857325845978,0.7636658225123574,2.2670333405416057,1.956791845209173,0.8157489654595705,0.8200633112133815,0.3918704350587488,0.3693239152371342,0.09832683076701956,0.04107532897828628,Naive Bayes- exch
SVM,True,False,False,False,10,1000,0.004,0.004,0.7698688315477044,0.769714697738199,1.7492160655045514,1.7486715657201957,0.8210901756586255,0.8211054403597069,0.3515203795557473,0.35189982728842834,0.03490434631622823,0.034549451473302614,SVM- exch
Random forest,True,False,False,False,10,1000,0.031,0.162,0.6341760000000001,0.5762982846634438,1.4243889604119813,1.369350074482428,0.9000590840681347,0.9014838124524372,0.41567128523650265,0.47393904870407294,0.07118085480357204,0.013549985315378623,Random forest- exch
XGBoost,True,False,False,False,10,1000,0.14,0.14,0.6269747040835236,0.6269581127619783,1.406602775890728,1.4066832841189978,0.8862410771944654,0.886205032422515,0.4511535175163771,0.4511535175163771,0.02032220389342683,0.020478948878317863,XGBoost- exch
Logistic ,True,True,False,False,10,1000,0.001,0.001,0.7668389227175697,0.7668367136181184,1.9417499417802395,1.9417937969301697,0.8205513232955998,0.8205260144654944,0.3489817792068596,0.3490566037735849,0.02162273076322867,0.02096605975024189,Logistic - isotonic- exch
Naive Bayes ,True,True,False,False,10,1000,0.055,0.055,0.7539277814577627,0.7538545348211155,1.9055926683713698,1.9056308181066444,0.82255789957405,0.8225458781419315,0.3685134118826774,0.3684738955823293,0.027995233582040802,0.029209180179368726,Naive Bayes - isotonic- exch
SVM ,True,True,False,False,10,1000,0.005,0.005,0.7650883044214503,0.7651096995941157,1.881143570821068,1.881152455897697,0.8197823679369183,0.8197084026922175,0.36117991443368613,0.36109860423232776,0.021916852687492983,0.02225931795674099,SVM - isotonic- exch
Random forest ,True,True,False,False,10,1000,0.062,0.066,0.5973292515241988,0.5966587325314915,1.3645471661567727,1.3643773379654685,0.8992076334452177,0.8988499964569374,0.44508822754806426,0.44738934534852903,0.03656666799759196,0.032949255811240155,Random forest - isotonic- exch
XGBoost ,True,True,False,False,10,1000,0.007,0.046,0.6809540852691844,0.6686257072311603,1.607435299671955,1.7178820186474282,0.8733222508904588,0.8693881729684041,0.38703788224554997,0.42672299973593875,0.050823071354832584,0.021769832988863043,XGBoost - isotonic- exch
Logistic ,True,False,True,False,10,1000,0.004,0.004,0.7724090892082082,0.7721737225259485,1.753165309572908,1.7524058352643503,0.8212298198917368,0.821131028449358,0.3469086305127664,0.3474218089602705,0.029679137167710253,0.029087516395471646,Logistic - sigmoid- exch
Naive Bayes ,True,False,True,False,10,1000,0.171,0.171,0.7649813120987765,0.7650131628183173,1.8503338497702306,1.8503648242974289,0.7928830258886893,0.7927315761589642,0.39577139081598944,0.39590218109715797,0.0340709212612482,0.03424544228455654,Naive Bayes - sigmoid- exch
SVC ,True,False,True,False,10,1000,0.004,0.004,0.7698688315477044,0.769714697738199,1.7492160655045514,1.7486715657201957,0.8210901756586255,0.8211054403597069,0.3515203795557473,0.35189982728842834,0.03490434631622823,0.034549451473302614,SVC - sigmoid- exch
Random forest ,True,False,True,False,10,1000,0.136,0.142,0.5891904683565724,0.5870938629232142,1.3414740685289959,1.3357789461709673,0.9045232806188963,0.9035862923386772,0.481663297718741,0.48580626280362893,0.0402098985364077,0.03567693215881561,Random forest - sigmoid- exch
XGBoost ,True,False,True,False,10,1000,0.012,0.097,0.6748633193375149,0.6450902947387172,1.5237193391084805,1.4661478193209714,0.8797193141967711,0.8768930548404616,0.3967097532314924,0.4427651833193395,0.05889886178085783,0.01885197360522994,XGBoost - sigmoid- exch
Logistic ,True,False,False,True,10,1000,0.021,0.021,0.7415692740706905,0.7415351384807584,1.628502721923489,1.6286232846525632,0.8475697643050557,0.8475449560793858,0.3927855711422846,0.39338511651215236,0.02810633710174073,0.028153922284118487,Logistic - venn_abers- exch
Naive Bayes ,True,False,False,True,10,1000,0.021,0.021,0.7576366229936284,0.7576395998712917,1.7298937778977852,1.729979739019546,0.8233225515098642,0.8232561639045495,0.36065573770491804,0.3605700712589074,0.03153193657760456,0.031573690986886,Naive Bayes - venn_abers- exch
SVM ,True,False,False,True,10,1000,0.02,0.021,0.7420157385328635,0.74198578682367,1.63170281258791,1.631795351338325,0.8473224545925563,0.8472647861171773,0.3887646035297042,0.3889579706540662,0.03272791924127107,0.03249733661091544,SVM - venn_abers- exch
Random forest ,True,False,False,True,10,1000,0.062,0.062,0.6602994059562254,0.6602474337338559,1.4918730278692924,1.4916730627066541,0.8735502605211097,0.8734747631988092,0.42096985583224117,0.4213011542497377,0.030310544315325615,0.030380052883405406,Random forest - venn_abers- exch
XGBoost ,True,False,False,True,10,1000,0.05,0.05,0.6753160328320031,0.6752782883746969,1.513111455790086,1.5129434112292184,0.8705193061912198,0.8704883303608222,0.4114758335487206,0.4109730848861284,0.03113477099414776,0.03075497047865095,XGBoost - venn_abers- exch
