,exchangable,isotonic,sigmoid,venn_abers,n_classes,n_train,accuracy_base,accuracy_prot,base brier,prot brier,base log,prot log,base auc,prot auc,base f1,prot f1,base calibration,prot calibration,index
SVC ,True,False,True,False,5,1000,0.087,0.196,0.617676046763833,0.6107804786145402,1.1944549715637804,1.2155433174628338,0.8047911590922652,0.8026941430692954,0.5116580310880829,0.526056338028169,0.06645942995042031,0.04270394621015633,SVC - sigmoid- exch
Random forest ,True,False,True,False,5,1000,0.572,0.574,0.34235322586033606,0.34197734960869586,0.6799220169250579,0.6785956339530184,0.943975101998225,0.94406513526193,0.7313369886123998,0.7325728770595691,0.04114568753503021,0.04102892884004985,Random forest - sigmoid- exch
XGBoost ,True,False,True,False,5,1000,0.338,0.488,0.4091780051472732,0.378302801786759,0.7985317502047149,0.7721049202494094,0.9283960300062024,0.926208156727905,0.6679049034175334,0.699715562779358,0.08547291700112317,0.027687979108100686,XGBoost - sigmoid- exch
Logistic ,True,False,False,True,5,1000,0.214,0.215,0.5757029839912554,0.5756399586252123,1.0913125779982402,1.0911623063205524,0.8310034643112756,0.8309895385987449,0.5561837455830388,0.5555555555555556,0.04035888455458848,0.03918093008250804,Logistic - venn_abers- exch
Naive Bayes ,True,False,False,True,5,1000,0.278,0.278,0.565552655094004,0.5654075241992579,1.0728672130884602,1.0727092519540882,0.8440627695677115,0.8440250022085118,0.5662953647143371,0.5651547876169907,0.04447954808106652,0.04355857966364937,Naive Bayes - venn_abers- exch
SVM ,True,False,False,True,5,1000,0.223,0.224,0.5770800213786166,0.5770118188756425,1.0935317486041896,1.0934426985552108,0.8298670818457623,0.829806393098333,0.552753108348135,0.5522388059701493,0.03845290941661402,0.03778279827336368,SVM - venn_abers- exch
Random forest ,True,False,False,True,5,1000,0.489,0.491,0.377582743528593,0.3773588312040339,0.7350439470826727,0.7342336937532105,0.9295769456247752,0.9295506451304038,0.6977491961414791,0.6977867203219316,0.03295753015886463,0.031086276998081645,Random forest - venn_abers- exch
XGBoost ,True,False,False,True,5,1000,0.422,0.422,0.40757678285857535,0.40744988525410736,0.7867866132893179,0.7863385619438235,0.9188707603299635,0.9188644398688982,0.6763096168881939,0.6757919436840047,0.02432755291488647,0.023999483510682644,XGBoost - venn_abers- exch
Logistic,False,False,False,False,10,1000,0.022,0.022,0.7736602794391831,0.7730591387610937,1.7308958187625563,1.7292482414760912,0.8223722217135098,0.8226900967678951,0.37530384054448224,0.37503036191401506,0.0366388884991541,0.03377240993332303,Logistic
Naive Bayes,False,False,False,False,10,1000,0.155,0.046,0.8468952660233156,0.7609253560675959,2.2795562289933398,1.928645370761816,0.8194326960444842,0.8245784244037644,0.4031847133757962,0.38221092757306224,0.09799428331623775,0.042372321187189525,Naive Bayes
SVM,False,False,False,False,10,1000,0.004,0.004,0.7611989242021885,0.7603304165834176,1.7175952956410052,1.714903446164767,0.8271655086452597,0.8273125886372542,0.3615351068469254,0.3617627713220785,0.03833742894092574,0.03604403609660176,SVM
Random forest,False,False,False,False,10,1000,0.053,0.192,0.5971143999999999,0.5326568455514419,1.420242037207041,1.3179243581464033,0.9154886854571551,0.9159885888287276,0.4380672062791268,0.5031148027291605,0.07739202509173601,0.02332015108693389,Random forest
XGBoost,False,False,False,False,10,1000,0.163,0.163,0.5894136102892692,0.5893684102109096,1.2910261073035274,1.290845922174939,0.905530412235964,0.9055534277261239,0.4789964994165694,0.4791362707907791,0.018155404792921312,0.0185685644126233,XGBoost
Logistic ,False,True,False,False,10,1000,0.001,0.001,0.7541510754013663,0.7538615912893551,1.8312201203611476,1.8307077073624614,0.8299462230970678,0.8299907977916344,0.35786311950225275,0.3587868358786836,0.02941177588624136,0.02776387662224471,Logistic - isotonic
Naive Bayes ,False,True,False,False,10,1000,0.063,0.062,0.7515505648916585,0.751408923200135,1.9219093264011011,1.921655003065665,0.8254625252364397,0.8254578354492124,0.3794845881758464,0.37926675094816686,0.03587813462584384,0.03569846601527753,Naive Bayes - isotonic
SVM ,False,True,False,False,10,1000,0.006,0.006,0.7529491912096586,0.7528179447343692,1.8090618772634453,1.8087075231751577,0.825560276009122,0.8257289907944717,0.37114813969413374,0.37211428571428573,0.020796997671849907,0.020613380575577676,SVM - isotonic
Random forest ,False,True,False,False,10,1000,0.086,0.093,0.5563967115264469,0.555556978847793,1.359101290461045,1.3570147210751184,0.9135520215084825,0.9136350037918841,0.47475592747559275,0.4773430903461863,0.03637984798352012,0.035137699711967126,Random forest - isotonic
XGBoost ,False,True,False,False,10,1000,0.014,0.072,0.6553924134605346,0.6328267880208799,1.4622567567219653,1.518862992015806,0.8914286688542304,0.8887318859666212,0.4023968656372436,0.4527267744587558,0.0555327425377118,0.023856365555666052,XGBoost - isotonic
Logistic ,False,False,True,False,10,1000,0.004,0.005,0.7641769950156868,0.7629799752670642,1.7228060616762426,1.7187869275166923,0.8274157318861093,0.8275673300415054,0.35598980458793544,0.3587982832618026,0.0374048315749782,0.03460792613967761,Logistic - sigmoid
Naive Bayes ,False,False,True,False,10,1000,0.18,0.181,0.7621098287147144,0.7620994679763223,1.835611829854185,1.835516786296508,0.7970843280033918,0.7971157082578035,0.403188309531717,0.40279162512462613,0.035920381777667446,0.03699548674950492,Naive Bayes - sigmoid
SVC ,False,False,True,False,10,1000,0.004,0.004,0.7611989242021885,0.7603304165834176,1.7175952956410052,1.714903446164767,0.8271655086452597,0.8273125886372542,0.3615351068469254,0.3617627713220785,0.03833742894092574,0.03604403609660176,SVC - sigmoid
Random forest ,False,False,True,False,10,1000,0.161,0.166,0.5568191264264839,0.5555489605366551,1.2615909797489446,1.257365698193219,0.91557685887295,0.9153625947378611,0.4948331857100679,0.49569093610698367,0.041049154033069406,0.03762266415010238,Random forest - sigmoid
XGBoost ,False,False,True,False,10,1000,0.022,0.109,0.6507809107564096,0.6114449705605871,1.450916153455606,1.3576052549284463,0.8950777278430856,0.8935508592081878,0.4160654160654161,0.4702827466820542,0.06698569900077321,0.01882695322815095,XGBoost - sigmoid
Logistic ,False,False,False,True,10,1000,0.022,0.023,0.7245460951001482,0.724272742543633,1.576181343359639,1.5758139760958982,0.8567912384293536,0.8568039997524133,0.404574332909784,0.40549478504197406,0.031244932863490595,0.03157611655449617,Logistic - venn_abers
Naive Bayes ,False,False,False,True,10,1000,0.022,0.021,0.752348029826507,0.7521723754626339,1.7009409052586957,1.7006224224657918,0.8306868171858752,0.8307162625576041,0.3749098774333093,0.3746993746993747,0.037204700200033185,0.0366283303771366,Naive Bayes - venn_abers
SVM ,False,False,False,True,10,1000,0.021,0.022,0.7261518929181573,0.7259322249533676,1.5834612279570197,1.583098507988167,0.8558165142435609,0.8558182657688445,0.40080563947633435,0.401007556675063,0.031016258757733336,0.0315030869751436,SVM - venn_abers
Random forest ,False,False,False,True,10,1000,0.072,0.079,0.6262987884834617,0.624897765794063,1.3918103087351346,1.3872616587779238,0.8914201492105216,0.8914309769321747,0.4444444444444444,0.44938941655359566,0.03697724543711122,0.03354858666704808,Random forest - venn_abers
XGBoost ,False,False,False,True,10,1000,0.061,0.063,0.634877960042116,0.6346069531659146,1.4040697629989618,1.4031294516839372,0.8902121532453642,0.8902757847536444,0.43673901535203813,0.4384799362211002,0.03593656294470136,0.035649823751824815,XGBoost - venn_abers
Logistic,True,False,False,False,10,1000,0.022,0.022,0.7736602794391831,0.7732594310238017,1.7308958187625563,1.7293060217810547,0.8223722217135098,0.8224544826597684,0.37530384054448224,0.37503036191401506,0.0366388884991541,0.03579640380187147,Logistic- exch
Naive Bayes,True,False,False,False,10,1000,0.155,0.044,0.8468952660233156,0.7593045602586254,2.2795562289933398,1.9154569238575267,0.8194326960444842,0.8259341386206069,0.4031847133757962,0.3759436336185204,0.09799428331623775,0.04212042260853958,Naive Bayes- exch
SVM,True,False,False,False,10,1000,0.004,0.004,0.7611989242021884,0.760978935209827,1.7175952956410052,1.7168978928719767,0.8271655086452597,0.8271634304427007,0.3615351068469254,0.3622460126720559,0.03833742894092575,0.03827021800279662,SVM- exch
Random forest,True,False,False,False,10,1000,0.052,0.201,0.5908294,0.5230486183594767,1.3411573204536755,1.1965882177645033,0.9203504091941237,0.9221336238443925,0.44718049741442994,0.5084444444444445,0.07803239837382182,0.018021630855239668,Random forest- exch
XGBoost,True,False,False,False,10,1000,0.157,0.157,0.589029400540925,0.5890288846080699,1.2935697378619189,1.2934663367336303,0.9046150015779422,0.9046077511302497,0.47732558139534886,0.4771868642836385,0.019274412100241813,0.01857983949341001,XGBoost- exch
Logistic ,True,True,False,False,10,1000,0.001,0.001,0.7541510754013664,0.7540816064970145,1.8312201203611476,1.8309726006938871,0.8299462230970678,0.8299928635210744,0.35786311950225275,0.3584784010315925,0.029411775886241352,0.02945196962414679,Logistic - isotonic- exch
Naive Bayes ,True,True,False,False,10,1000,0.063,0.063,0.7515505648916585,0.751345383912485,1.9219093264011007,1.9214410193504028,0.8254625252364397,0.8255376284482715,0.3794845881758464,0.3797724399494311,0.03587813462584384,0.03626163477502986,Naive Bayes - isotonic- exch
SVM ,True,True,False,False,10,1000,0.006,0.006,0.7529491912096585,0.7529179631843207,1.8090618772634453,1.8088580289698506,0.825560276009122,0.8255768162339185,0.37114813969413374,0.37123287671232874,0.020796997671849907,0.02056796617784593,SVM - isotonic- exch
Random forest ,True,True,False,False,10,1000,0.096,0.098,0.5611137535108018,0.5607536451016306,1.3382703509582716,1.337477274262578,0.9129456472838964,0.9128885012756317,0.474036850921273,0.47523089840470195,0.043095808772213376,0.04260843469809481,Random forest - isotonic- exch
XGBoost ,True,True,False,False,10,1000,0.015,0.066,0.6555333332174293,0.635173326548869,1.462496995644995,1.521762889018562,0.8911466027564787,0.8877397395979065,0.4031474195788012,0.44529540481400437,0.054340595558418095,0.017563214564655014,XGBoost - isotonic- exch
Logistic ,True,False,True,False,10,1000,0.004,0.004,0.7641769950156868,0.7638222250395346,1.7228060616762426,1.7216105313825818,0.8274157318861093,0.8274213393357799,0.35598980458793544,0.3559718969555035,0.0374048315749782,0.03558781818097337,Logistic - sigmoid- exch
Naive Bayes ,True,False,True,False,10,1000,0.18,0.181,0.7621098287147144,0.7620987380301601,1.835611829854185,1.8355103123762548,0.7970843280033918,0.7972406902282357,0.403188309531717,0.4035904255319149,0.035920381777667446,0.0365717013515026,Naive Bayes - sigmoid- exch
SVC ,True,False,True,False,10,1000,0.004,0.004,0.7611989242021884,0.760978935209827,1.7175952956410052,1.7168978928719767,0.8271655086452597,0.8271634304427007,0.3615351068469254,0.3622460126720559,0.03833742894092575,0.03827021800279662,SVC - sigmoid- exch
Random forest ,True,False,True,False,10,1000,0.159,0.166,0.5574674726527088,0.5560610190980854,1.2599621610075171,1.25518836528367,0.9168921570006348,0.9164094612412272,0.4997039668442866,0.5041866028708134,0.039377171093735064,0.03606624350371394,Random forest - sigmoid- exch
XGBoost ,True,False,True,False,10,1000,0.016,0.11,0.6522105394023593,0.61700475834772,1.4532229727092552,1.366834224242095,0.8947419044402507,0.8927471971672254,0.4161849710982659,0.46835443037974683,0.06492284698044921,0.019658520840597705,XGBoost - sigmoid- exch
Logistic ,True,False,False,True,10,1000,0.022,0.022,0.7245460951001482,0.724490954487414,1.576181343359639,1.5760966348328476,0.8567912384293536,0.8567839395971001,0.404574332909784,0.40447154471544716,0.03124493286349059,0.03112373805821648,Logistic - venn_abers- exch
Naive Bayes ,True,False,False,True,10,1000,0.022,0.022,0.752348029826507,0.7522418678903215,1.7009409052586961,1.7005226671911313,0.8306868171858752,0.8307922199931144,0.3749098774333093,0.3756003842459174,0.03720470020003317,0.037508104105201265,Naive Bayes - venn_abers- exch
SVM ,True,False,False,True,10,1000,0.021,0.021,0.7261518929181573,0.7261054074305632,1.5834612279570197,1.5833724677532104,0.8558165142435609,0.8558673517707511,0.40080563947633435,0.40110859158478207,0.031016258757733325,0.031021145664166368,SVM - venn_abers- exch
Random forest ,True,False,False,True,10,1000,0.067,0.067,0.6278594776553699,0.6276300535538542,1.3942606173209962,1.3936055524195334,0.8912400463095281,0.8911823141280115,0.4490016189962223,0.44943212547322875,0.03837890104952643,0.03746197977556016,Random forest - venn_abers- exch
XGBoost ,True,False,False,True,10,1000,0.062,0.064,0.6357213246781476,0.6355030432786744,1.405521408640801,1.4049319046743984,0.8897804068055335,0.8897646052096034,0.43703308431163285,0.43855421686746987,0.0344200000739116,0.03510294123245239,XGBoost - venn_abers- exch
