,exchangable,isotonic,sigmoid,venn_abers,n_classes,n_train,accuracy_base,accuracy_prot,base brier,prot brier,base log,prot log,base auc,prot auc,base f1,prot f1,base calibration,prot calibration,index
Naive Bayes ,True,False,True,False,5,1000,0.357,0.357,0.6750705046630344,0.6745743721374681,1.341323169894002,1.3408946040094043,0.7558618437592491,0.7553287313354937,0.5145508224377899,0.5147679324894515,0.08385855881354211,0.08010711154247704,Naive Bayes - sigmoid- exch
SVC ,True,False,True,False,5,1000,0.072,0.072,0.6762752852963287,0.67624697361528,1.3395581840883495,1.3396637652928256,0.7646380031163397,0.7646047540489894,0.47150259067357514,0.47165532879818595,0.05449923300916765,0.05585792602436243,SVC - sigmoid- exch
Random forest ,True,False,True,False,5,1000,0.455,0.451,0.5680471651353168,0.5581073120451681,1.1871779066451746,1.1826886483094223,0.820820585069017,0.8302788241921902,0.5981465880370682,0.6014279714405711,0.10250159689555012,0.09044195176957796,Random forest - sigmoid- exch
XGBoost ,True,False,True,False,5,1000,0.274,0.272,0.5863606152230934,0.5852594314857671,1.2313789129416441,1.2307747946981327,0.8132761915628786,0.8145220642352966,0.5522887979158914,0.5501113585746102,0.09263344005702828,0.08945327335172669,XGBoost - sigmoid- exch
Logistic ,True,False,False,True,5,1000,0.166,0.163,0.6807115769932713,0.678492389478532,1.3639321244099845,1.3613397440465314,0.768163734406154,0.7705898224184348,0.49681978798586574,0.49982350864807623,0.07351021549083762,0.06722691437364942,Logistic - venn_abers- exch
Naive Bayes ,True,False,False,True,5,1000,0.221,0.2,0.6890696616425733,0.6847992107366513,1.3915607136341315,1.3755846545319175,0.7620295038581889,0.7573663674701254,0.49586776859504134,0.4929078014184397,0.0955072164985836,0.08792098366649365,Naive Bayes - venn_abers- exch
SVM ,True,False,False,True,5,1000,0.172,0.169,0.682214131985905,0.6797792182884554,1.3657611308793776,1.3625450046820775,0.7676246404923155,0.7700554937324154,0.4952042628774423,0.4968107725017718,0.0726598120319866,0.06837402216601401,SVM - venn_abers- exch
Random forest ,True,False,False,True,5,1000,0.363,0.35,0.6096814026356623,0.5958812629856479,1.295629111370496,1.2816575133005321,0.8135974701578572,0.8208760194294957,0.5715427657873701,0.5717656311443178,0.11548833989309223,0.09887225323044906,Random forest - venn_abers- exch
XGBoost ,True,False,False,True,5,1000,0.312,0.297,0.6262393550978829,0.6096402996374508,1.3210147021639218,1.3033593138259745,0.8063462359388295,0.815001199360444,0.557504873294347,0.5595419847328245,0.10986326088940897,0.09327274255716157,XGBoost - venn_abers- exch
Logistic,False,False,False,False,10,1000,0.021,0.016,0.8065406682759013,0.797635104919535,1.8901053779828494,1.8585496557445522,0.788862328002012,0.7905645972864905,0.35537190082644626,0.3493777882131956,0.047710427766492515,0.03899719321746982,Logistic
Naive Bayes,False,False,False,False,10,1000,0.144,0.041,0.8962546177130053,0.7967739770859943,2.644388295320382,2.314738546191186,0.786837519138294,0.7922692617729294,0.3796178343949045,0.35848101265822785,0.11051124274375354,0.0571832351043328,Naive Bayes
SVM,False,False,False,False,10,1000,0.004,0.004,0.7850024152382375,0.7840235064170342,1.8335465112090756,1.831683144792639,0.7941700533933873,0.7944692246284007,0.34278238116005233,0.3426067907995619,0.040920817297665356,0.040831856653079535,SVM
Random forest,False,False,False,False,10,1000,0.056,0.171,0.637426,0.5898812357251595,1.7154256366875495,1.7074877011140213,0.8766578373243528,0.8766708923121318,0.4200595829195631,0.46637298091042584,0.062911272963113,0.04073683942232266,Random forest
XGBoost,False,False,False,False,10,1000,0.141,0.144,0.6431700057658589,0.6407924685585717,1.486030998104398,1.4843370752338738,0.8651289770820249,0.8649450539203863,0.4490270113273308,0.44973852411388726,0.040677241402442055,0.03949038651945799,XGBoost
Logistic ,False,True,False,False,10,1000,0.001,0.001,0.781583892865669,0.7811127412193377,2.193496753120934,2.192963387023344,0.7959498501917739,0.7960313476180859,0.3389830508474576,0.33949290932531156,0.03437518830530882,0.03314085022352985,Logistic - isotonic
Naive Bayes ,False,True,False,False,10,1000,0.054,0.045,0.7900741128174843,0.7829237321044752,2.3994489716945995,2.389149360584786,0.7915014751047842,0.7909454166046889,0.358767054067711,0.3526558331312151,0.051927456491174036,0.04373104492409981,Naive Bayes - isotonic
SVM ,False,True,False,False,10,1000,0.006,0.006,0.7825135914068146,0.7819320485539946,2.170346567233884,2.168759590240076,0.7925684417869395,0.7927790278192095,0.3510614015065054,0.3518391592414896,0.031951933161571675,0.03210439096853385,SVM - isotonic
Random forest ,False,True,False,False,10,1000,0.081,0.086,0.6219914701511111,0.6160646917294953,1.797896778390651,1.7988521515395437,0.8677398494609607,0.8666843999682227,0.4353704705246079,0.43785694859940166,0.044209780220182106,0.04169813530045735,Random forest - isotonic
XGBoost ,False,True,False,False,10,1000,0.01,0.047,0.6892427622327106,0.6694559744121181,1.957738134198961,1.9442667975876893,0.8498203578263744,0.8502767732307468,0.37867902665121667,0.40671834625323,0.05854116589602076,0.036417451596168736,XGBoost - isotonic
Logistic ,False,False,True,False,10,1000,0.004,0.005,0.787216950542629,0.7860912159558268,1.8299944412268965,1.8270004338325647,0.794209242420677,0.7946832135197179,0.3372982158028887,0.33961456102783727,0.03815008089652759,0.036388772195789156,Logistic - sigmoid
Naive Bayes ,False,False,True,False,10,1000,0.164,0.165,0.7874100627810452,0.7863945693898193,1.9020773194654348,1.9009896295107196,0.765865720075291,0.7650937825549547,0.3779475257389572,0.37898936170212766,0.042389929025888354,0.04101277690581231,Naive Bayes - sigmoid
SVC ,False,False,True,False,10,1000,0.004,0.004,0.7850024152382375,0.7840235064170342,1.8335465112090756,1.831683144792639,0.7941700533933873,0.7944692246284007,0.34278238116005233,0.3426067907995619,0.040920817297665356,0.040831856653079535,SVC - sigmoid
Random forest ,False,False,True,False,10,1000,0.133,0.155,0.6125663935753131,0.603430044121753,1.4365293525186165,1.4234928640094855,0.869676262333083,0.8696954358303749,0.46668640805448625,0.4724075197089145,0.04906486812678305,0.04279619604473289,Random forest - sigmoid
XGBoost ,False,False,True,False,10,1000,0.018,0.068,0.6864999122557818,0.6571961866284737,1.5822380005183385,1.5371281158975374,0.8545394338876594,0.8551491985522057,0.38892900120336943,0.4213075060532688,0.06164827544080764,0.032847409449164554,XGBoost - sigmoid
Logistic ,False,False,False,True,10,1000,0.02,0.021,0.7598513537039073,0.7573909784912278,1.7232638758125671,1.7222837569347489,0.8182446880399972,0.8180778738720086,0.37966963151207117,0.38058943089430897,0.04450482252517774,0.04232851532670432,Logistic - venn_abers
Naive Bayes ,False,False,False,True,10,1000,0.02,0.021,0.7852408422267431,0.7831311068277398,1.8229188760756188,1.8210685555505628,0.7958305660112708,0.7957379091353658,0.35328046142754144,0.3517274472168906,0.0481001070760456,0.04634358325006169,Naive Bayes - venn_abers
SVM ,False,False,False,True,10,1000,0.02,0.021,0.7608107818081743,0.7584902658849187,1.7266547804881571,1.7254851435444203,0.8176560613711485,0.8175763253880293,0.37613293051359514,0.37606837606837606,0.044846228727521774,0.041800545201292665,SVM - venn_abers
Random forest ,False,False,False,True,10,1000,0.067,0.08,0.678079965160458,0.6733862254022169,1.5739372050241884,1.5690856199034233,0.8456005707315167,0.8459123627475517,0.416733708769107,0.41851651326475364,0.0483693193977426,0.04316204094296425,Random forest - venn_abers
XGBoost ,False,False,False,True,10,1000,0.062,0.065,0.6805840719077975,0.6778153880385612,1.5670231678802364,1.5647040326362607,0.84797716061498,0.8479836815045015,0.4097222222222222,0.41189073379753616,0.043976050374701384,0.043186537054628125,XGBoost - venn_abers
Logistic,True,False,False,False,10,1000,0.021,0.019,0.8065406682759013,0.8012086831028623,1.8901053779828494,1.8675301244479585,0.788862328002012,0.7900667851314929,0.35537190082644626,0.3508604206500956,0.04771042776649251,0.041590423722286496,Logistic- exch
Naive Bayes,True,False,False,False,10,1000,0.144,0.04,0.8962546177130054,0.7992434328380102,2.6443882953203817,2.417151572047625,0.786837519138294,0.7922819555911179,0.3796178343949045,0.3580653329956951,0.11051124274375355,0.05641846580409158,Naive Bayes- exch
SVM,True,False,False,False,10,1000,0.004,0.004,0.7850024152382375,0.7844265395033964,1.8335465112090759,1.8321580242921645,0.7941700533933873,0.7943085889831636,0.34278238116005233,0.3424567549813882,0.040920817297665356,0.040840680066274754,SVM- exch
Random forest,True,False,False,False,10,1000,0.043,0.186,0.6336104,0.5852426583851735,1.8408940593262582,1.835782730435425,0.874746962405992,0.8754950396649527,0.4126826851622492,0.4717150553726429,0.06617102444092432,0.038191552430074376,Random forest- exch
XGBoost,True,False,False,False,10,1000,0.143,0.143,0.6425860550807634,0.6422366218180586,1.4864667091350579,1.485917900342075,0.86486978115134,0.8649608413376677,0.44683323649041257,0.4472843450479233,0.04118488425189215,0.041134669950071964,XGBoost- exch
Logistic ,True,True,False,False,10,1000,0.001,0.001,0.781583892865669,0.7811591555417683,2.1934967531209337,2.193106783913959,0.7959498501917739,0.7961452074930137,0.3389830508474576,0.3397201291711518,0.03437518830530882,0.03446483735046815,Logistic - isotonic- exch
Naive Bayes ,True,True,False,False,10,1000,0.054,0.046,0.7900741128174843,0.7856842510761378,2.3994489716946,2.3917246530963863,0.7915014751047842,0.7923288043794235,0.358767054067711,0.356401384083045,0.05192745649117403,0.04927856539105143,Naive Bayes - isotonic- exch
SVM ,True,True,False,False,10,1000,0.006,0.006,0.7825135914068146,0.7822766505815063,2.170346567233884,2.1695949936226104,0.7925684417869395,0.7926230859087942,0.3510614015065054,0.3513822252684487,0.031951933161571675,0.032011080634733714,SVM - isotonic- exch
Random forest ,True,True,False,False,10,1000,0.077,0.085,0.6150709258174375,0.6124227417240315,1.749158961605623,1.749182052913962,0.8673234202633877,0.8674521042534931,0.44046306504961413,0.44438280166435506,0.0476667463397665,0.044540927317251754,Random forest - isotonic- exch
XGBoost ,True,True,False,False,10,1000,0.012,0.051,0.691464894007806,0.6805685698076149,1.989869161469563,2.0775947541181137,0.8511689852207711,0.8474316964962234,0.3789035392088827,0.41150092323925086,0.058124763789326475,0.04174287547484275,XGBoost - isotonic- exch
Logistic ,True,False,True,False,10,1000,0.004,0.004,0.787216950542629,0.7860005734057492,1.8299944412268967,1.8267517796689225,0.794209242420677,0.7944873239168928,0.3372982158028887,0.3379858277861284,0.038150080896527584,0.036153271247683444,Logistic - sigmoid- exch
Naive Bayes ,True,False,True,False,10,1000,0.164,0.164,0.7874100627810452,0.7872556354860583,1.9020773194654348,1.9018608463347508,0.765865720075291,0.7660686047384415,0.3779475257389572,0.37886340977068794,0.04238992902588837,0.04247520435085774,Naive Bayes - sigmoid- exch
SVC ,True,False,True,False,10,1000,0.004,0.004,0.7850024152382375,0.7844265395033964,1.8335465112090759,1.8321580242921645,0.7941700533933873,0.7943085889831636,0.34278238116005233,0.3424567549813882,0.040920817297665356,0.040840680066274754,SVC - sigmoid- exch
Random forest ,True,False,True,False,10,1000,0.146,0.156,0.6169317072321819,0.6135181067909792,1.4386983794314465,1.4338502269258442,0.8698360810360457,0.8712175736179171,0.46422235363690123,0.4658921656240691,0.0458064221951242,0.04252003523501988,Random forest - sigmoid- exch
XGBoost ,True,False,True,False,10,1000,0.016,0.087,0.6859813653371878,0.6632673870573553,1.5812214178062758,1.7050668897803685,0.854554695718174,0.8507740621579147,0.3898588854341067,0.4338235294117647,0.0604770903370711,0.03655202007463619,XGBoost - sigmoid- exch
Logistic ,True,False,False,True,10,1000,0.02,0.02,0.7598513537039074,0.7590896669175619,1.723263875812567,1.7227846650927627,0.8182446880399972,0.81814684481547,0.37966963151207117,0.3802995684183803,0.044504822525177734,0.044179102979795076,Logistic - venn_abers- exch
Naive Bayes ,True,False,False,True,10,1000,0.02,0.02,0.7852408422267432,0.784870856551268,1.8229188760756188,1.8222258308496044,0.7958305660112708,0.7958471952865318,0.35328046142754144,0.3524609843937575,0.048100107076045596,0.047378283689866504,Naive Bayes - venn_abers- exch
SVM ,True,False,False,True,10,1000,0.02,0.02,0.7608107818081743,0.7600466526878301,1.7266547804881571,1.7259405322947254,0.8176560613711485,0.8177069745511046,0.37613293051359514,0.3767313019390582,0.044846228727521774,0.043722667197650604,SVM - venn_abers- exch
Random forest ,True,False,False,True,10,1000,0.065,0.067,0.679106508635169,0.6782093078787947,1.574181660262623,1.5725706524038086,0.8459786400432521,0.8462206482869821,0.4150537634408602,0.4155423637344846,0.04301128364037221,0.042695425557529955,Random forest - venn_abers- exch
XGBoost ,True,False,False,True,10,1000,0.066,0.066,0.6832496962777356,0.6823335261501785,1.5707815225247301,1.569305274654086,0.8469531786422431,0.8471784882180005,0.408728046833422,0.41091492776886035,0.04279921149604314,0.04015047518827553,XGBoost - venn_abers- exch
